seed,dimension,method,eer,accuracy,auc,delta_eer
44,256,Raw XPCA (Min-Max),10.388488306476894,89.6115116935231,0.9604443994500765,1.116057433067903
44,256,Gabor + PCA,7.127092607687,92.872907392313,0.9735842485728137,0.0
44,256,Gabor + XPCA (Min-Max),8.4954542604552,91.50454573954481,0.9699834564136598,1.3683616527681997
44,256,Gabor + XPCA (Softmax),9.90394382092921,90.0960561790708,0.9625062031567085,2.776851213242211
44,256,Gabor + XPCA (Residual),5.942065333249737,94.05793466675027,0.9778496371819321,-1.185027274437263
44,256,Gabor + XPCA (Sort),5.7389178004890615,94.26108219951094,0.9779766469034682,-1.388174807197938
44,256,Gabor + XPCA (Sort Weights),16.398896482538092,83.60110351746191,0.9159903521743852,9.271803874851091
44,512,Raw PCA,9.360586870650197,90.6394131293498,0.9637735538125336,0.0
44,512,Raw XPCA (Min-Max),10.03247852529939,89.9675214747006,0.9614914099668302,0.671891654649194
44,512,Gabor + PCA,6.512508621230167,93.48749137876983,0.9754770257023531,0.0
44,512,Gabor + XPCA (Min-Max),7.919744184588373,92.08025581541163,0.9714903033908387,1.4072355633582054
44,512,Gabor + XPCA (Softmax),9.956235500658348,90.04376449934165,0.9628276643997865,3.443726879428181
44,512,Gabor + XPCA (Residual),4.961063389554206,95.03893661044579,0.9807959260386384,-1.5514452316759613
44,512,Gabor + XPCA (Sort),5.051852780738606,94.94814721926139,0.9808733068362723,-1.4606558404915608
44,512,Gabor + XPCA (Sort Weights),16.38698350993793,83.61301649006208,0.9160071961083269,9.874474888707763
44,1024,Raw PCA,9.388425606621103,90.6115743933789,0.9636218996832893,0.0
44,1024,Raw XPCA (Min-Max),10.065960248291429,89.93403975170857,0.9622704688267023,0.6775346416703254
44,1024,Gabor + PCA,6.472631512947517,93.52736848705248,0.9760801873043496,0.0
44,1024,Gabor + XPCA (Min-Max),7.211110414446045,92.78888958555396,0.9731674908894049,0.738478901498528
44,1024,Gabor + XPCA (Softmax),9.94382092921186,90.05617907078813,0.9629546985895591,3.471189416264343
44,1024,Gabor + XPCA (Residual),5.029406232365668,94.97059376763434,0.9813683261738254,-1.4432252805818493
44,1024,Gabor + XPCA (Sort),4.972600163019628,95.02739983698038,0.9814279320211222,-1.5000313499278892
44,1024,Gabor + XPCA (Sort Weights),16.400652078500222,83.59934792149978,0.916007161852796,9.928020565552705
45,32,Raw PCA,10.456454950153613,89.54354504984639,0.9569242521512933,0.0
45,32,Raw XPCA (Min-Max),15.503918740986897,84.4960812590131,0.9248365946943689,5.047463790833284
45,32,Gabor + PCA,8.874035989717221,91.12596401028277,0.9646689346682796,0.0
